,ID,Destination,Reason for Leaving,Entry_Date,Exit_Date,Duration
115896,296887,With family temporarily,Other,2017-02-20,2017-03-28,36 
116020,296887,With family temporarily,Other,2017-04-19,2017-05-01,12 
116144,296887,No exit interview,Unknown/Disappeared,2017-08-14,2017-08-25,11 
116268,296887,No exit interview,Unknown/Disappeared,2017-09-05,2017-09-28,23 
116392,296887,Hotel or motel without emergency voucher,Non-compliance with program,2018-09-24,2018-10-01,7 
116516,296887,Place not meant for habitation,Non-compliance with program,2018-11-19,2018-11-30,11 
116640,296887,Place not meant for habitation,Non-compliance with program,2019-04-29,2019-05-02,3 
116764,296887,Place not meant for habitation,Non-compliance with program,2019-08-19,2019-08-21,2 
116888,296887,,,2019-08-11,,
117012,296887,With friends temporarily,Non-compliance with program,2019-08-28,2019-09-16,19 
120856,296887,With friends temporarily,Other,2015-08-15,2015-12-21,128 
120980,296887,With friends temporarily,Other,2016-02-01,2016-02-18,17 
121104,296887,With friends temporarily,Other,2016-02-19,2016-07-02,134 
121228,296887,No exit interview,Unknown/Disappeared,2016-11-03,2016-11-15,12 
121352,296887,No exit interview,Unknown/Disappeared,2017-01-20,2017-01-26,6 
121476,296887,With family temporarily,Other,2017-02-20,2017-03-28,36 
121600,296887,With family temporarily,Other,2017-04-19,2017-05-01,12 
121724,296887,No exit interview,Unknown/Disappeared,2017-08-14,2017-08-25,11 
121848,296887,No exit interview,Unknown/Disappeared,2017-09-05,2017-09-28,23 
121972,296887,Hotel or motel without emergency voucher,Non-compliance with program,2018-09-24,2018-10-01,7 
122096,296887,Place not meant for habitation,Non-compliance with program,2018-11-19,2018-11-30,11 
122220,296887,Place not meant for habitation,Non-compliance with program,2019-04-29,2019-05-02,3 
122344,296887,Place not meant for habitation,Non-compliance with program,2019-08-19,2019-08-21,2 
122468,296887,,,2019-08-11,,
122592,296887,With friends temporarily,Non-compliance with program,2019-08-28,2019-09-16,19 
122716,381763,With friends temporarily,Other,2015-08-15,2015-09-01,17 
122724,195489,With friends temporarily,Other,2015-08-15,2015-12-04,111 
122792,195489,Permanent housing for formerly homeless,Completed program,2015-12-05,2015-12-15,10 
122860,195489,With family temporarily,Other,2017-02-16,2017-03-28,40 
122928,195489,With family temporarily,Other,2017-05-02,2017-05-15,13 
122996,195489,Place not meant for habitation,Non-compliance with program,2017-08-07,2017-10-09,63 
123064,195489,Client does not know,Non-compliance with program,2017-11-13,2017-12-27,44 
123132,195489,No exit interview,Non-compliance with program,2018-03-05,2018-04-09,35 
123200,195489,Place not meant for habitation,Criminal activity / violence,2018-06-11,2018-06-27,16 
123812,195489,With friends temporarily,Other,2015-08-15,2015-12-04,111 
123880,195489,Permanent housing for formerly homeless,Completed program,2015-12-05,2015-12-15,10 
123948,195489,With family temporarily,Other,2017-02-16,2017-03-28,40 
124016,195489,With family temporarily,Other,2017-05-02,2017-05-15,13 
124084,195489,Place not meant for habitation,Non-compliance with program,2017-08-07,2017-10-09,63 
124152,195489,Client does not know,Non-compliance with program,2017-11-13,2017-12-27,44 
124220,195489,No exit interview,Non-compliance with program,2018-03-05,2018-04-09,35 
124288,195489,Place not meant for habitation,Criminal activity / violence,2018-06-11,2018-06-27,16 
125988,195489,With friends temporarily,Other,2015-08-15,2015-12-04,111 
126056,195489,Permanent housing for formerly homeless,Completed program,2015-12-05,2015-12-15,10 
126124,195489,With family temporarily,Other,2017-02-16,2017-03-28,40 
126192,195489,With family temporarily,Other,2017-05-02,2017-05-15,13 
126260,195489,Place not meant for habitation,Non-compliance with program,2017-08-07,2017-10-09,63 
126328,195489,Client does not know,Non-compliance with program,2017-11-13,2017-12-27,44 
126396,195489,No exit interview,Non-compliance with program,2018-03-05,2018-04-09,35 
126464,195489,Place not meant for habitation,Criminal activity / violence,2018-06-11,2018-06-27,16 
126532,195489,With friends temporarily,Other,2015-08-15,2015-12-04,111 
126600,195489,Permanent housing for formerly homeless,Completed program,2015-12-05,2015-12-15,10 
126668,195489,With family temporarily,Other,2017-02-16,2017-03-28,40 
126736,195489,With family temporarily,Other,2017-05-02,2017-05-15,13 
126804,195489,Place not meant for habitation,Non-compliance with program,2017-08-07,2017-10-09,63 
126872,195489,Client does not know,Non-compliance with program,2017-11-13,2017-12-27,44 
126940,195489,No exit interview,Non-compliance with program,2018-03-05,2018-04-09,35 
127008,195489,Place not meant for habitation,Criminal activity / violence,2018-06-11,2018-06-27,16 
127076,143061,With friends temporarily,Other,2015-08-15,2015-09-19,35 
127149,143061,With friends temporarily,Other,2015-09-21,2015-10-03,12 
127222,143061,With friends temporarily,Other,2015-10-05,2015-10-10,5 
127295,143061,With friends temporarily,Other,2015-10-11,2015-10-30,19 
127368,143061,With friends temporarily,Other,2015-10-31,2015-12-11,41 
127441,143061,With friends temporarily,Other,2015-12-14,2016-01-24,41 
127514,143061,With friends temporarily,Other,2016-01-27,2016-02-15,19 
127587,143061,With friends temporarily,Other,2016-03-14,2016-03-31,17 
127660,143061,Psychiatric facility,Needs could not be met,2018-10-01,2018-12-15,75 
132332,143061,With friends temporarily,Other,2015-08-15,2015-09-19,35 
132405,143061,With friends temporarily,Other,2015-09-21,2015-10-03,12 
132478,143061,With friends temporarily,Other,2015-10-05,2015-10-10,5 
132551,143061,With friends temporarily,Other,2015-10-11,2015-10-30,19 
132624,143061,With friends temporarily,Other,2015-10-31,2015-12-11,41 
132697,143061,With friends temporarily,Other,2015-12-14,2016-01-24,41 
132770,143061,With friends temporarily,Other,2016-01-27,2016-02-15,19 
132843,143061,With friends temporarily,Other,2016-03-14,2016-03-31,17 
132916,143061,Psychiatric facility,Needs could not be met,2018-10-01,2018-12-15,75 
132989,399250,With friends temporarily,Other,2015-08-15,2015-08-19,4 
132997,406857,With friends temporarily,Other,2015-08-15,2015-09-25,41 
133005,181734,Psychiatric facility,Other,2015-08-15,2015-09-02,18 
133006,181734,With friends temporarily,Other,2015-09-04,2015-09-10,6 
133007,181734,With friends temporarily,Other,2015-09-15,2015-11-02,48 
133014,162076,With friends temporarily,Other,2015-08-15,2015-09-12,28 
133038,162076,With friends temporarily,Other,2016-03-07,2016-03-25,18 
133062,162076,With friends temporarily,Other,2016-06-06,2016-06-10,4 
133086,162076,With friends temporarily,Other,2015-08-15,2015-09-12,28 
133110,162076,With friends temporarily,Other,2016-03-07,2016-03-25,18 
133134,162076,With friends temporarily,Other,2016-06-06,2016-06-10,4 
133230,208663,Client rental without subsidy,Completed program,2015-08-15,2016-03-04,202 
133238,402257,With friends temporarily,Other,2015-08-15,2015-09-27,43 
133293,402257,With friends temporarily,Other,2015-10-08,2015-10-21,13 
133348,402257,With friends temporarily,Other,2016-02-23,2016-02-24,1 
133403,402257,With friends temporarily,Other,2016-03-07,2016-03-14,7 
133458,402257,Client rental with other subsidy,Completed program,2016-03-15,2016-07-21,128 
133513,402257,With family temporarily,Other,2017-04-04,2017-04-07,3 
134888,402257,With friends temporarily,Other,2015-08-15,2015-09-27,43 
134943,402257,With friends temporarily,Other,2015-10-08,2015-10-21,13 
134998,402257,With friends temporarily,Other,2016-02-23,2016-02-24,1 
135053,402257,With friends temporarily,Other,2016-03-07,2016-03-14,7 
135108,402257,Client rental with other subsidy,Completed program,2016-03-15,2016-07-21,128 
135163,402257,With family temporarily,Other,2017-04-04,2017-04-07,3 
135218,407754,With friends temporarily,Other,2015-08-15,2015-08-31,16 
135226,407001,With friends temporarily,Other,2015-08-15,2015-10-21,67 
135250,407001,No exit interview,Unknown/Disappeared,2016-11-14,2016-12-12,28 
135274,407001,With friends temporarily,Other,2015-08-15,2015-10-21,67 
135298,407001,No exit interview,Unknown/Disappeared,2016-11-14,2016-12-12,28 
135322,405094,With friends temporarily,Other,2015-08-15,2015-09-02,18 
135338,405094,With friends temporarily,Other,2015-09-21,2015-09-22,1 
135386,319129,With family permanently,Left for housing opp. before completing program,2015-08-15,2016-03-03,201 
135394,406576,With friends temporarily,Other,2015-08-15,2015-08-18,3 
135402,330427,With friends temporarily,Other,2015-08-15,2015-08-24,9 
135438,330427,With friends temporarily,Other,2015-08-25,2015-09-04,10 
135474,330427,With friends temporarily,Other,2015-09-10,2015-09-17,7 
135510,330427,With friends temporarily,Other,2015-09-18,2015-11-18,61 
135978,10107,With friends temporarily,Other,2015-08-15,2015-08-21,6 
136031,10107,With family temporarily,Other,2015-10-05,2017-05-01,574 
136084,10107,With family temporarily,Other,2017-05-03,2017-06-30,58 
136137,10107,Long-term care facility,Completed program,2017-07-01,2017-07-24,23 
136190,10107,With friends temporarily,Other,2015-08-15,2015-08-21,6 
136243,10107,With family temporarily,Other,2015-10-05,2017-05-01,574 
136296,10107,With family temporarily,Other,2017-05-03,2017-06-30,58 
136349,10107,Long-term care facility,Completed program,2017-07-01,2017-07-24,23 
136826,167439,With friends temporarily,Other,2015-08-15,2015-08-22,7 
136858,167439,Emergency shelter,Completed program,2015-10-01,2016-02-11,133 
136890,167439,No exit interview,Does not or no longer qualifies for program,2016-12-04,2016-12-04,0 
136922,167439,Medical facility,Needs could not be met,2017-04-05,2017-07-17,103 
137210,167439,With friends temporarily,Other,2015-08-15,2015-08-22,7 
137242,167439,Emergency shelter,Completed program,2015-10-01,2016-02-11,133 
137274,167439,No exit interview,Does not or no longer qualifies for program,2016-12-04,2016-12-04,0 
137306,167439,Medical facility,Needs could not be met,2017-04-05,2017-07-17,103 
137338,203783,With friends temporarily,Other,2015-08-15,2015-09-26,42 
137339,351504,Permanent housing for formerly homeless,Completed program,2015-08-15,2015-12-08,115 
137355,167911,With friends temporarily,Other,2015-08-15,2015-09-21,37 
137373,167911,Client rental with VASH subsidy,Left for housing opp. before completing program,2019-04-10,2019-05-02,22 
137391,167911,With friends temporarily,Other,2015-08-15,2015-09-21,37 
137409,167911,Client rental with VASH subsidy,Left for housing opp. before completing program,2019-04-10,2019-05-02,22 
137427,316159,With friends temporarily,Other,2015-08-15,2015-11-18,95 
137470,316159,Incarcerated,Other,2016-08-24,2017-02-12,172 
137513,316159,No exit interview,Non-compliance with program,2017-12-22,2018-06-22,182 
137556,316159,With friends temporarily,Other,2015-08-15,2015-11-18,95 
137599,316159,Incarcerated,Other,2016-08-24,2017-02-12,172 
137642,316159,No exit interview,Non-compliance with program,2017-12-22,2018-06-22,182 
137685,316159,With friends temporarily,Other,2015-08-15,2015-11-18,95 
137728,316159,Incarcerated,Other,2016-08-24,2017-02-12,172 
137771,316159,No exit interview,Non-compliance with program,2017-12-22,2018-06-22,182 
137814,402130,With friends temporarily,Other,2015-08-15,2015-08-27,12 
137990,402130,With friends temporarily,Other,2015-09-21,2015-11-15,55 
138166,402130,With friends temporarily,Other,2015-11-15,2015-12-21,36 
138342,402130,With friends temporarily,Other,2015-12-22,2016-01-14,23 
138518,402130,With friends temporarily,Other,2016-01-18,2016-01-22,4 
138694,402130,With friends temporarily,Other,2016-01-28,2016-02-25,28 
138870,402130,With friends temporarily,Other,2016-02-26,2016-03-18,21 
139046,402130,With friends temporarily,Other,2016-03-21,2016-03-31,10 
139222,402130,Client rental with other subsidy,Left for housing opp. before completing program,2016-03-31,2016-12-18,262 
139398,402130,Place not meant for habitation,Non-compliance with program,2019-05-07,2019-09-23,139 
139574,402130,,,2019-10-04,,
157174,402130,With friends temporarily,Other,2015-08-15,2015-08-27,12 
157350,402130,With friends temporarily,Other,2015-09-21,2015-11-15,55 
157526,402130,With friends temporarily,Other,2015-11-15,2015-12-21,36 
157702,402130,With friends temporarily,Other,2015-12-22,2016-01-14,23 
157878,402130,With friends temporarily,Other,2016-01-18,2016-01-22,4 
158054,402130,With friends temporarily,Other,2016-01-28,2016-02-25,28 
158230,402130,With friends temporarily,Other,2016-02-26,2016-03-18,21 
158406,402130,With friends temporarily,Other,2016-03-21,2016-03-31,10 
158582,402130,Client rental with other subsidy,Left for housing opp. before completing program,2016-03-31,2016-12-18,262 
158758,402130,Place not meant for habitation,Non-compliance with program,2019-05-07,2019-09-23,139 
158934,402130,,,2019-10-04,,
159110,387703,With friends temporarily,Other,2015-08-15,2015-08-22,7 
159289,387703,With friends temporarily,Other,2015-09-08,2015-10-14,36 
159468,387703,With friends temporarily,Other,2015-10-26,2015-11-02,7 
159647,387703,With friends temporarily,Other,2015-11-05,2015-11-09,4 
159826,387703,Transitional homeless housing,Left for housing opp. before completing program,2015-12-14,2015-12-17,3 
160005,387703,With friends temporarily,Other,2016-06-27,2016-07-05,8 
160184,387703,Data not collected,Unknown/Disappeared,2016-07-07,2016-08-23,47 
160363,387703,Data not collected,Unknown/Disappeared,2016-09-06,2016-10-24,48 
160542,387703,Subsgtance abuse treatment center,Completed program,2016-11-28,2017-08-05,250 
160721,387703,Place not meant for habitation,Non-compliance with program,2017-08-17,2017-08-29,12 
160900,387703,No exit interview,Unknown/Disappeared,2018-05-21,2018-07-04,44 
178800,387703,With friends temporarily,Other,2015-08-15,2015-08-22,7 
178979,387703,With friends temporarily,Other,2015-09-08,2015-10-14,36 
179158,387703,With friends temporarily,Other,2015-10-26,2015-11-02,7 
179337,387703,With friends temporarily,Other,2015-11-05,2015-11-09,4 
179516,387703,Transitional homeless housing,Left for housing opp. before completing program,2015-12-14,2015-12-17,3 
179695,387703,With friends temporarily,Other,2016-06-27,2016-07-05,8 
179874,387703,Data not collected,Unknown/Disappeared,2016-07-07,2016-08-23,47 
180053,387703,Data not collected,Unknown/Disappeared,2016-09-06,2016-10-24,48 
180232,387703,Subsgtance abuse treatment center,Completed program,2016-11-28,2017-08-05,250 
180411,387703,Place not meant for habitation,Non-compliance with program,2017-08-17,2017-08-29,12 
180590,387703,No exit interview,Unknown/Disappeared,2018-05-21,2018-07-04,44 
180769,370346,With friends temporarily,Other,2015-08-15,2015-08-18,3 
180778,280121,With friends temporarily,Other,2015-08-15,2015-08-22,7 
180890,280121,With friends temporarily,Other,2015-08-24,2015-09-22,29 
181002,280121,With friends temporarily,Other,2015-10-08,2015-10-26,18 
181114,280121,With friends temporarily,Other,2015-10-27,2016-01-13,78 
181226,280121,Transitional homeless housing,Completed program,2016-01-14,2016-03-01,47 
181338,280121,Data not collected,Unknown/Disappeared,2016-08-15,2016-08-23,8 
181450,280121,Data not collected,Unknown/Disappeared,2016-09-19,2016-10-17,28 
183914,280121,With friends temporarily,Other,2015-08-15,2015-08-22,7 
